units_sold,low_price,high_price,year,month,year_date,is_ev_dummy,body_type,brand,brand_country
7611,288.9,349.9,2024,April,2024-04-01,0,SUV,BMW,Germany
7543,99.8,149.8,2024,April,2024-04-01,0,Hatchback,Hyundai,South Korea
7538,112.8,168.9,2024,April,2024-04-01,0,Hatchback,Buick,United States
7511,427.8,531.3,2024,April,2024-04-01,0,SUV,Mercedes-Benz,Germany
7058,215.9,299.9,2024,April,2024-04-01,0,Sedan,Xiaomi,China
6951,199.8,330,2024,April,2024-04-01,0,SUV,Great Wall,China
6890,49.9,69.9,2024,April,2024-04-01,1,Hatchback,Changan,China
6889,299.8,416.8,2024,April,2024-04-01,0,MPV,Toyota,Japan
6869,119.9,167.9,2024,April,2024-04-01,0,SUV,Great Wall,China
6753,112,157,2024,April,2024-04-01,0,Sedan,Volkswagen,Germany
6695,612,800,2024,April,2024-04-01,0,SUV,BMW,Germany
6642,129.9,186.9,2024,April,2024-04-01,0,Hatchback,Honda,Japan
6560,429.8,459.8,2024,April,2024-04-01,1,SUV,Li Auto,China
6493,165.8,239.8,2024,April,2024-04-01,1,Sedan,Hongqi,China
6423,183.8,249.8,2024,April,2024-04-01,0,SUV,Hongqi,China
6309,299.8,411.8,2024,April,2024-04-01,0,MPV,Toyota,Japan
6251,46,59.9,2024,April,2024-04-01,0,MPV,Wuling Motors,China
6205,203.1,251.3,2024,April,2024-04-01,0,Hatchback,Audi,Germany
6114,149.8,279.8,2024,April,2024-04-01,1,Sedan,BYD,China
6093,111.8,152.8,2024,April,2024-04-01,0,Sedan,Toyota,Japan
6003,162.9,192.9,2024,April,2024-04-01,1,Hatchback,Volkswagen,Germany
5972,299.8,367.9,2024,April,2024-04-01,0,SUV,Mercedes-Benz,Germany
5863,108.9,139.9,2024,April,2024-04-01,0,Hatchback,Changan,China
5862,195.8,288,2024,April,2024-04-01,0,SUV,Lynk & Co,China
5829,128.9,158.9,2024,April,2024-04-01,0,Hatchback,Buick,United States
5756,125.7,170.7,2024,April,2024-04-01,0,SUV,Geely Automobile,China
5527,338,554,2024,April,2024-04-01,1,SUV,NIO,China
5526,86.9,170.9,2024,April,2024-04-01,0,SUV,Chery,China
5519,125.7,185.7,2024,April,2024-04-01,0,SUV,Geely Automobile,China
5501,75.8,103.8,2024,April,2024-04-01,0,SUV,Geely Automobile,China
5492,149.9,217.9,2024,April,2024-04-01,0,SUV,Shenlan,China
5487,158.6,216.6,2024,April,2024-04-01,0,SUV,Volkswagen,Germany
5431,44.8,49.8,2024,April,2024-04-01,0,NA,Wuling Motors,China
5368,128.8,168.8,2024,April,2024-04-01,0,SUV,Leapmotor,China
5317,135.9,179.9,2024,April,2024-04-01,0,Hatchback,Changan Qiyuan,China
5192,232.9,473.9,2024,April,2024-04-01,0,MPV,Buick,United States
5114,179.8,369.8,2024,April,2024-04-01,0,MPV,GAC Group,China
5065,231.9,335.9,2024,April,2024-04-01,1,Sedan,Tesla,United States
5038,289.7,361.7,2024,April,2024-04-01,0,Sedan,Cadillac,United States
5035,321.8,399.8,2024,April,2024-04-01,1,SUV,Li Auto,China
5033,103.8,159.8,2024,April,2024-04-01,0,Sedan,Geely Automobile,China
5014,377.9,474.9,2024,April,2024-04-01,0,SUV,Volvo,Sweden
5012,249.8,349.8,2024,April,2024-04-01,0,Sedan,Luxceed,China
4940,109.8,169.8,2024,April,2024-04-01,0,SUV,Chery,China
4899,439.9,525.9,2024,April,2024-04-01,0,Sedan,BMW,Germany
4779,148.8,209.8,2024,April,2024-04-01,1,SUV,Leapmotor,China
4772,143.9,190.9,2024,April,2024-04-01,0,Hatchback,Volkswagen,Germany
4766,115.8,126.8,2024,April,2024-04-01,0,SUV,GAC Group,China
4755,278.8,335.9,2024,April,2024-04-01,0,SUV,Audi,Germany
4693,79.8,109.8,2024,April,2024-04-01,0,Sedan,Wuling Motors,China
4534,65.8,94.8,2024,April,2024-04-01,0,Sedan,Jetta,Germany
4524,139.9,206.9,2024,April,2024-04-01,0,Hatchback,Shenlan,China
4520,268.8,348.8,2024,April,2024-04-01,0,SUV,Toyota,Japan
4489,353.9,413.9,2024,April,2024-04-01,1,Sedan,BMW,Germany
4449,189.8,249.8,2024,April,2024-04-01,0,SUV,BYD,China
4427,298,356,2024,April,2024-04-01,0,MPV,NIO,China
4369,249,405,2024,April,2024-04-01,0,SUV,Volkswagen,Germany
4320,109.8,159.8,2024,April,2024-04-01,0,Sedan,Toyota,Japan
4273,169.8,199.8,2024,April,2024-04-01,1,Sedan,Toyota,Japan
4165,117.9,131.9,2024,April,2024-04-01,0,SUV,Changan,China
4113,137.8,420.3,2024,April,2024-04-01,0,Sedan,Lynk & Co,China
4108,235.8,439.8,2024,April,2024-04-01,0,MPV,Honda,Japan
3956,159.8,249.8,2024,April,2024-04-01,0,Sedan,Buick,United States
3922,199.8,279.8,2024,April,2024-04-01,0,Sedan,Toyota,Japan
3890,209.9,295.9,2024,April,2024-04-01,0,SUV,Buick,United States
3860,118.6,139.8,2024,April,2024-04-01,0,SUV,Lynk & Co,China
3827,209.9,299.9,2024,April,2024-04-01,0,Sedan,Zeekr,China
3764,275.8,352.8,2024,April,2024-04-01,0,SUV,Toyota,Japan
3733,265.8,400.8,2024,April,2024-04-01,0,Sedan,Avita,China
3722,193.9,293.9,2024,April,2024-04-01,1,SUV,Volkswagen,Germany
3690,125.8,200.8,2024,April,2024-04-01,0,Sedan,SAIC Group,China
3668,105.9,144.9,2024,April,2024-04-01,0,Hatchback,Bestune,China
3666,92.9,125.9,2024,April,2024-04-01,0,SUV,Changan,China
3656,149.8,219.8,2024,April,2024-04-01,0,Sedan,Ford,United States
3646,179.9,255.9,2024,April,2024-04-01,0,Sedan,Honda,Japan
3646,335,335,2024,April,2024-04-01,0,SUV,Great Wall,China
3608,115.9,160.9,2024,April,2024-04-01,0,SUV,Volkswagen,Germany
3570,86.9,121.9,2024,April,2024-04-01,0,SUV,Jetta,Germany
3558,91.9,114.9,2024,April,2024-04-01,0,SUV,Changan,China
3465,99.9,137.9,2024,April,2024-04-01,0,SUV,Changan,China
3455,129.8,229.8,2024,April,2024-04-01,0,Hatchback,Volkswagen,Germany
3427,152.9,209.9,2024,April,2024-04-01,0,SUV,Chery,China
3412,109.8,159.8,2024,April,2024-04-01,0,MPV,GAC Group,China
3375,158.9,179.9,2024,April,2024-04-01,0,SUV,Volkswagen,Germany
3372,89.8,109.8,2024,April,2024-04-01,0,Sedan,Geely Automobile,China
3317,405,445,2024,April,2024-04-01,1,SUV,BMW,Germany
3241,96.9,127.9,2024,April,2024-04-01,0,SUV,Changan Qiyuan,China
3232,105.8,165.8,2024,April,2024-04-01,1,Hatchback,Great Wall,China
3207,49.9,89.9,2024,April,2024-04-01,1,Hatchback,Leapmotor,China
3174,418.7,699.7,2024,April,2024-04-01,0,Sedan,Audi,Germany
3165,78.9,132.9,2024,April,2024-04-01,0,Sedan,Changan Qiyuan,China
3133,67.9,99.9,2024,April,2024-04-01,0,Sedan,SAIC Group,China
3107,279.8,289.8,2024,April,2024-04-01,0,SUV,Great Wall,China
3088,273.8,308.8,2024,April,2024-04-01,1,SUV,Great Wall,China
3079,159.9,228.9,2024,April,2024-04-01,0,SUV,Honda,Japan
3061,89.9,136.9,2024,April,2024-04-01,0,SUV,Dongfeng,China
2961,179.9,262.9,2024,April,2024-04-01,0,Sedan,Nissan,Japan
2906,89.8,147.8,2024,April,2024-04-01,1,Hatchback,BYD,China
2822,339.9,689.9,2024,April,2024-04-01,1,MPV,LanTu,China
2797,29.9,46.9,2024,April,2024-04-01,1,Hatchback,Chery,China
2795,159.6,199.6,2024,April,2024-04-01,0,Hatchback,Dongfeng,China
2760,89.9,172.9,2024,April,2024-04-01,0,SUV,Chery,China
2750,94.9,108.9,2024,April,2024-04-01,0,Sedan,Ch1rolet,United States
2746,179.9,209.9,2024,April,2024-04-01,0,SUV,Chery,China
2728,406.9,505.9,2024,April,2024-04-01,0,Sedan,Volvo,Sweden
2726,84.8,111.8,2024,April,2024-04-01,0,SUV,GAC Group,China
2719,125.8,210.8,2024,April,2024-04-01,0,SUV,Mazda,Japan
2707,67.9,99.9,2024,April,2024-04-01,0,Hatchback,SAIC Group,China
2702,127.9,147.9,2024,April,2024-04-01,0,SUV,Geely Automobile,China
2696,159.9,228.9,2024,April,2024-04-01,0,SUV,Honda,Japan
2684,139.8,272.9,2024,April,2024-04-01,0,SUV,Beijing,China
2657,161.8,225.8,2024,April,2024-04-01,0,SUV,Hyundai,South Korea
2603,74.9,149.9,2024,April,2024-04-01,0,SUV,Chery,China
2598,50.9,57.6,2024,April,2024-04-01,0,NA,Wuling Motors,China
2597,165.8,192.8,2024,April,2024-04-01,0,SUV,Great Wall,China
2574,249.5,275.7,2024,April,2024-04-01,0,Sedan,Mercedes-Benz,Germany
2563,109.9,149.9,2024,April,2024-04-01,0,Sedan,Chery,China
2548,59.9,85.8,2024,April,2024-04-01,0,Sedan,Chery,China
2537,59.9,99.9,2024,April,2024-04-01,0,MPV,Dongfeng Fengxing,China
2513,145.8,195.8,2024,April,2024-04-01,0,SUV,Hongqi,China
2383,209.9,339.9,2024,April,2024-04-01,1,Sedan,XPeng Motors,China
2381,249.8,279.8,2024,April,2024-04-01,0,SUV,Li Auto,China
2370,249.9,299.9,2024,April,2024-04-01,0,Hatchback,Volkswagen,Germany
2350,195.9,283.4,2024,April,2024-04-01,1,SUV,Volkswagen,Germany
2309,352.7,452.7,2024,April,2024-04-01,0,SUV,Cadillac,United States
2299,209.8,235.8,2024,April,2024-04-01,0,MPV,GAC Group,China
2283,298,356,2024,April,2024-04-01,1,Hatchback,NIO,China
2266,358,416,2024,April,2024-04-01,1,NA,NIO,China
2261,89.9,189.9,2024,April,2024-04-01,0,Hatchback,Mazda,Japan
2256,99.8,153.9,2024,April,2024-04-01,1,SUV,Blue Electric,China
2240,152.8,206.8,2024,April,2024-04-01,0,SUV,Exeed,China
2199,116.9,169.9,2024,April,2024-04-01,0,SUV,Chery,China
2180,263.9,419.9,2024,April,2024-04-01,1,SUV,XPeng Motors,China
2173,165.8,228.8,2024,April,2024-04-01,0,Sedan,Geely Automobile,China
2132,199.9,276.9,2024,April,2024-04-01,0,NA,XPeng Motors,China
2110,289.8,352.8,2024,April,2024-04-01,0,SUV,Fangchengbao,China
2057,328.8,468.8,2024,April,2024-04-01,0,SUV,Lincoln,United States
2032,64.9,93.9,2024,April,2024-04-01,0,Sedan,Dongfeng,China
2022,119.9,152.9,2024,April,2024-04-01,0,SUV,Honda,Japan
2006,428,700,2024,April,2024-04-01,0,SUV,Great Wall,China
1982,274.9,325.9,2024,April,2024-04-01,0,SUV,Volkswagen,Germany
1975,99.8,125.8,2024,April,2024-04-01,0,SUV,Geely Automobile,China
1959,359.8,419.8,2024,April,2024-04-01,0,MPV,XPeng Motors,China
1941,279.8,331.8,2024,April,2024-04-01,0,MPV,Honda,Japan
1938,93.9,136.8,2024,April,2024-04-01,0,SUV,Chery,China
1935,79.9,133.9,2024,April,2024-04-01,0,SUV,Changan,China
1935,68.8,115.8,2024,April,2024-04-01,0,MPV,Wuling Motors,China
1892,155.8,199.8,2024,April,2024-04-01,0,SUV,BAIC,China
1852,59.8,89.8,2024,April,2024-04-01,1,SUV,Geely Geometry,China
1843,229.8,309.8,2024,April,2024-04-01,0,SUV,Ford,United States
1827,119.9,156.9,2024,April,2024-04-01,0,SUV,Beijing,China
1808,119.9,139.9,2024,April,2024-04-01,0,SUV,Honda,Japan
1802,74.8,139.8,2024,April,2024-04-01,0,Hatchback,Dongfeng,China
1778,119.8,169.8,2024,April,2024-04-01,0,Hatchback,SAIC Group,China
1774,35.1,37.9,2024,April,2024-04-01,0,NA,Wuling Motors,China
1768,129.9,159.9,2024,April,2024-04-01,0,SUV,Hozon,China
1760,126.8,169.8,2024,April,2024-04-01,0,SUV,Ford,United States
1756,143.8,207.8,2024,April,2024-04-01,1,Sedan,Geely Geometry,China
1730,60.9,105.9,2024,April,2024-04-01,0,MPV,Xinyin,China
1701,56.8,86.8,2024,April,2024-04-01,0,SUV,Wuling Motors,China
1666,159.9,232.9,2024,April,2024-04-01,1,SUV,GAC Aion,China
1664,486,630.6,2024,April,2024-04-01,1,SUV,Mercedes-Benz,Germany
1654,59.9,74.9,2024,April,2024-04-01,1,Hatchback,Chery,China
1651,136.8,208.8,2024,April,2024-04-01,1,Sedan,Leapmotor,China
1614,108,158,2024,April,2024-04-01,0,Sedan,GAC Group,China
1609,89.9,135.9,2024,April,2024-04-01,0,Hatchback,Nissan,Japan
1606,289.8,354.8,2024,April,2024-04-01,0,MPV,Mercedes-Benz,Germany
1586,155.8,175.8,2024,April,2024-04-01,1,SUV,Changan,China
1582,121.8,167.8,2024,April,2024-04-01,0,SUV,Hyundai,South Korea
1547,71.9,92.9,2024,April,2024-04-01,0,SUV,Great Wall,China
1523,289.9,367.1,2024,April,2024-04-01,1,SUV,Audi,Germany
1504,81.8,108.8,2024,April,2024-04-01,0,Hatchback,Honda,Japan
1480,143.7,186.7,2024,April,2024-04-01,0,Hatchback,Citroën,France
1461,296.9,384.9,2024,April,2024-04-01,0,Sedan,Volvo,Sweden
1456,229.9,291.9,2024,April,2024-04-01,0,SUV,IM,China
1442,299.9,399.9,2024,April,2024-04-01,0,SUV,Volkswagen,Germany
1440,216.8,303.8,2024,April,2024-04-01,0,SUV,Toyota,Japan
1435,224.8,332.8,2024,April,2024-04-01,0,SUV,Honda,Japan
1427,179.8,319.8,2024,April,2024-04-01,1,SUV,BYD,China
1408,309.8,399.8,2024,April,2024-04-01,0,SUV,Ford,United States
1406,179.9,239.9,2024,April,2024-04-01,0,Sedan,Buick,United States
1389,99.8,165.9,2024,April,2024-04-01,0,SUV,Dongfeng Xiaokang,China
1374,356.8,455.8,2024,April,2024-04-01,0,SUV,Jaguar,United Kingdom
1363,112.9,143.9,2024,April,2024-04-01,0,Sedan,Kia,South Korea
1361,90.9,124.9,2024,April,2024-04-01,0,Hatchback,Volkswagen,Germany
1342,139.8,205.8,2024,April,2024-04-01,0,Sedan,Hyundai,South Korea
1312,152.8,181.8,2024,April,2024-04-01,1,Sedan,SAIC Group,China
1291,219.9,305.9,2024,April,2024-04-01,0,Hatchback,IM,China
1289,86.8,149.8,2024,April,2024-04-01,0,MPV,SAIC Maxus,China
1264,68.8,109.8,2024,April,2024-04-01,0,SUV,Wuling Motors,China
1246,105.7,125.7,2024,April,2024-04-01,0,Sedan,Peugeot,France
1243,239.8,301.8,2024,April,2024-04-01,0,SUV,Nissan,Japan
1239,79.9,99.9,2024,April,2024-04-01,0,SUV,Changan,China
1227,154.9,284.9,2024,April,2024-04-01,1,SUV,smart,Germany
1163,129.9,189.9,2024,April,2024-04-01,0,SUV,Exeed,China
1156,155.8,196.8,2024,April,2024-04-01,0,SUV,Lynk & Co,China
1152,119.8,155.8,2024,April,2024-04-01,0,NA,Caocao,China
1145,559.8,559.8,2024,April,2024-04-01,0,MPV,Li Auto,China
1133,389.8,475.8,2024,April,2024-04-01,0,SUV,Jaguar,United Kingdom
1133,478.8,646.8,2024,April,2024-04-01,0,MPV,Mercedes-Benz,Germany
1124,142.8,153.8,2024,April,2024-04-01,1,Sedan,Dongfeng,China
1108,56.8,85.8,2024,April,2024-04-01,1,SUV,Dayun,China
1093,155.8,169.8,2024,April,2024-04-01,1,Sedan,BYD,China
1088,145.9,184.9,2024,April,2024-04-01,0,SUV,Changan,China
1082,222.8,268.8,2024,April,2024-04-01,0,SUV,Audi,Germany
1072,118.9,159.9,2024,April,2024-04-01,0,SUV,Nissan,Japan
1067,289.8,402.8,2024,April,2024-04-01,0,MPV,Volkswagen,Germany
1058,239.8,379.8,2024,April,2024-04-01,0,SUV,Byton,China
1038,147.8,164.8,2024,April,2024-04-01,1,MPV,Bestune,China
1033,469.9,689.9,2024,April,2024-04-01,0,MPV,Buick,United States
1025,154.8,224.8,2024,April,2024-04-01,1,Sedan,Hozon,China
1020,169.8,221.8,2024,April,2024-04-01,0,SUV,Ford,United States
1014,329.8,409.8,2024,April,2024-04-01,0,MPV,GAC Group,China
1012,126.9,146.9,2024,April,2024-04-01,0,SUV,Dongfeng,China
1012,192.8,239.8,2024,April,2024-04-01,0,Hatchback,Hongqi,China
1001,89.8,98.8,2024,April,2024-04-01,0,Hatchback,Wuling Motors,China
996,235.8,365.8,2024,April,2024-04-01,0,Sedan,Lincoln,United States
994,235.8,345.8,2024,April,2024-04-01,0,SUV,Lincoln,United States
981,139.8,192.8,2024,April,2024-04-01,1,NA,Xinyin,China
981,186.8,269.8,2024,April,2024-04-01,0,SUV,GAC Group,China
979,169.8,218.8,2024,April,2024-04-01,0,MPV,Hyundai,South Korea
974,159.8,239.8,2024,April,2024-04-01,0,SUV,Mazda,Japan
963,89.8,137.8,2024,April,2024-04-01,0,SUV,Nissan,Japan
952,1098,1098,2024,April,2024-04-01,0,SUV,Uplook,China
942,149.9,159.9,2024,April,2024-04-01,1,Sedan,Changan,China
939,266.9,393.6,2024,April,2024-04-01,1,SUV,LanTu,China
922,179.8,237.8,2024,April,2024-04-01,0,SUV,Kia,South Korea
915,289.9,362.9,2024,April,2024-04-01,1,SUV,Lynk & Co,China
915,105.9,144.9,2024,April,2024-04-01,0,SUV,Jetta,Germany
911,109.9,159.9,2024,April,2024-04-01,0,SUV,Kia,South Korea
910,65.8,127.9,2024,April,2024-04-01,0,MPV,JAC Group,China
901,136.8,156.8,2024,April,2024-04-01,1,SUV,Lynk & Co,China
896,59.9,101.9,2024,April,2024-04-01,0,SUV,Chery,China
889,162.8,179.8,2024,April,2024-04-01,1,SUV,Great Wall,China
888,100,147,2024,April,2024-04-01,0,SUV,Bestune,China
868,478,534.3,2024,April,2024-04-01,1,Sedan,Mercedes-Benz,Germany
836,309.8,860,2024,April,2024-04-01,0,Sedan,Hongqi,China
834,246.8,329.8,2024,April,2024-04-01,0,SUV,Honda,Japan
822,59.8,153.8,2024,April,2024-04-01,0,MPV,Beijing,China
819,139.8,153.8,2024,April,2024-04-01,1,MPV,SAIC Group,China
806,169.9,249.9,2024,April,2024-04-01,1,SUV,Buick,United States
802,99.9,155.9,2024,April,2024-04-01,0,SUV,SAIC Group,China
801,287.8,346.9,2024,April,2024-04-01,0,SUV,Mercedes-Benz,Germany
800,129.8,139.8,2024,April,2024-04-01,1,Sedan,Dongfeng,China
789,335.8,405.8,2024,April,2024-04-01,0,MPV,Great Wall,China
776,46.9,54.4,2024,April,2024-04-01,0,MPV,Changan KaiCheng,China
773,498,598,2024,April,2024-04-01,1,SUV,NIO,China
773,99.8,151.8,2024,April,2024-04-01,0,SUV,Hozon,China
761,211.8,298.8,2024,April,2024-04-01,0,SUV,Toyota,Japan
726,53.9,99.8,2024,April,2024-04-01,0,Hatchback,Kaiyi,China
723,79.8,90.8,2024,April,2024-04-01,0,SUV,Wuling Motors,China
721,99.9,122.9,2024,April,2024-04-01,0,Sedan,Changan,China
713,237.9,252.9,2024,April,2024-04-01,1,Sedan,Volkswagen,Germany
708,229.7,354.7,2024,April,2024-04-01,0,SUV,Cadillac,United States
703,126.7,146.7,2024,April,2024-04-01,0,Sedan,Geely Automobile,China
700,141.9,159.9,2024,April,2024-04-01,0,SUV,Nissan,Japan
697,43.8,68.8,2024,April,2024-04-01,1,Hatchback,Jimai,China
692,93.8,103.8,2024,April,2024-04-01,0,SUV,Wuling Motors,China
678,69.9,149.9,2024,April,2024-04-01,0,Hatchback,JAC Group,China
669,177.8,288.8,2024,April,2024-04-01,1,MPV,Dayun,China
668,249.8,309.8,2024,April,2024-04-01,1,SUV,SERES,China
665,125.8,316.8,2024,April,2024-04-01,0,SUV,Skyworth,China
665,99.8,128.8,2024,April,2024-04-01,0,SUV,Nissan,Japan
663,69.8,140.8,2024,April,2024-04-01,0,Sedan,Nissan,Japan
663,89.8,168.8,2024,April,2024-04-01,1,Sedan,Geely Automobile,China
662,300,390.8,2024,April,2024-04-01,1,SUV,Avita,China
642,359.7,489.7,2024,April,2024-04-01,0,Sedan,Cadillac,United States
638,149.8,225.8,2024,April,2024-04-01,0,SUV,Kia,South Korea
626,156.9,188.9,2024,April,2024-04-01,1,Sedan,XPeng Motors,China
625,129.8,178.8,2024,April,2024-04-01,1,Sedan,Nissan,Japan
617,49.9,84.9,2024,April,2024-04-01,0,SUV,Chery,China
616,399.8,497.8,2024,April,2024-04-01,0,Sedan,Jaguar,United Kingdom
610,178.7,233.7,2024,April,2024-04-01,0,SUV,Peugeot,France
606,179.8,238.8,2024,April,2024-04-01,0,SUV,Toyota,Japan
603,63.9,129.8,2024,April,2024-04-01,0,SUV,Kaiyi,China
591,49.9,58.9,2024,April,2024-04-01,1,Hatchback,Jiangling,China
587,299.8,341.8,2024,April,2024-04-01,0,Sedan,Jaguar,United Kingdom
584,219.9,339.9,2024,April,2024-04-01,0,Sedan,GAC Aion,China
576,69.8,83.8,2024,April,2024-04-01,0,SUV,Kia,South Korea
576,184.9,216.9,2024,April,2024-04-01,1,SUV,Beijing,China
571,109.9,169.9,2024,April,2024-04-01,0,SUV,Exeed,China
570,141.8,192.8,2024,April,2024-04-01,0,SUV,Toyota,Japan
559,198.8,339.8,2024,April,2024-04-01,0,Sedan,Exeed,China
556,129.9,171.9,2024,April,2024-04-01,1,Sedan,Beijing,China
551,225.8,258.8,2024,April,2024-04-01,0,Sedan,Honda,Japan
550,122.8,157.8,2024,April,2024-04-01,0,SUV,Great Wall,China
548,189.8,229.8,2024,April,2024-04-01,1,SUV,Zeekr,China
543,83.9,107.9,2024,April,2024-04-01,0,Sedan,Changan,China
525,134.8,182.8,2024,April,2024-04-01,1,SUV,Hechuang,China
521,69.9,139.9,2024,April,2024-04-01,0,SUV,Dongfeng Fengxing,China
520,115.9,139.9,2024,April,2024-04-01,0,SUV,Changan,China
520,233.2,242.2,2024,April,2024-04-01,1,Sedan,Volkswagen,Germany
508,119.8,169.8,2024,April,2024-04-01,0,SUV,GAC Group,China
502,166.9,192.9,2024,April,2024-04-01,0,SUV,Chery,China
500,335,395,2024,April,2024-04-01,0,SUV,Great Wall,China
491,164.9,289.9,2024,April,2024-04-01,0,NA,smart,Germany
485,245.9,299.8,2024,April,2024-04-01,1,SUV,Honda,Japan
483,269.8,354.8,2024,April,2024-04-01,0,SUV,Volvo,Sweden
480,77.9,118.9,2024,April,2024-04-01,0,SUV,Sinotruk VGV,China
471,139.9,196.9,2024,April,2024-04-01,1,MPV,Dongfeng Fengxing,China
470,298.5,435.5,2024,April,2024-04-01,1,SUV,Audi,Germany
461,73.8,88.8,2024,April,2024-04-01,0,SUV,Hozon,China
461,138.8,329.8,2024,April,2024-04-01,1,SUV,Skyworth,China
460,430.8,499.9,2024,April,2024-04-01,0,NA,Audi,Germany
450,193.9,238.9,2024,April,2024-04-01,0,SUV,Exeed,China
448,159.8,179.8,2024,April,2024-04-01,1,SUV,Great Wall,China
447,500,789,2024,April,2024-04-01,1,MPV,Zeekr,China
445,54.8,85.8,2024,April,2024-04-01,0,SUV,Dongfeng Xiaokang,China
438,232.9,262.9,2024,April,2024-04-01,0,NA,Volkswagen,Germany
434,85.9,104.9,2024,April,2024-04-01,0,SUV,Bestune,China
430,213.9,329.9,2024,April,2024-04-01,0,SUV,GAC Aion,China
424,174.9,194.9,2024,April,2024-04-01,0,Hatchback,Skoda,Czech Republic
414,229.8,269.8,2024,April,2024-04-01,0,SUV,GAC Group,China
406,79.9,129.9,2024,April,2024-04-01,0,SUV,Dongfeng Xiaokang,China
406,109.9,129.9,2024,April,2024-04-01,0,SUV,Geely Automobile,China
405,95.8,145.8,2024,April,2024-04-01,0,Hatchback,Wuling Motors,China
404,152.9,189.9,2024,April,2024-04-01,0,Hatchback,JAC Group,China
403,149.8,159.8,2024,April,2024-04-01,1,SUV,Honda,Japan
400,115.9,161.9,2024,April,2024-04-01,0,SUV,Volkswagen,Germany
400,258.9,336.9,2024,April,2024-04-01,1,SUV,Volkswagen,Germany
393,289.3,365.3,2024,April,2024-04-01,0,NA,Audi,Germany
393,147.9,159.9,2024,April,2024-04-01,1,SUV,SAIC Group,China
390,139.8,169.8,2024,April,2024-04-01,0,Sedan,Toyota,Japan
385,99.9,149.9,2024,April,2024-04-01,0,SUV,Kaiyi,China
383,214.8,279.8,2024,April,2024-04-01,0,SUV,Great Wall,China
383,227.8,262.8,2024,April,2024-04-01,0,Hatchback,Volkswagen,Germany
382,120.8,190.8,2024,April,2024-04-01,0,MPV,SAIC Maxus,China
376,99.9,153.9,2024,April,2024-04-01,0,SUV,Beijing,China
374,79.9,79.9,2024,April,2024-04-01,0,Hatchback,Changan,China
371,174.8,208.8,2024,April,2024-04-01,1,MPV,JAC Group,China
370,439.9,465.9,2024,April,2024-04-01,0,Sedan,BMW,Germany
365,107.8,138.8,2024,April,2024-04-01,0,SUV,SAIC Group,China
363,467.6,630.6,2024,April,2024-04-01,0,SUV,Audi,Germany
362,249.9,339.9,2024,April,2024-04-01,0,SUV,Jie Yue,China
360,299.9,339.9,2024,April,2024-04-01,0,SUV,BMW,Germany
353,97.8,112.8,2024,April,2024-04-01,0,Hatchback,Honda,Japan
348,29.8,41.8,2024,April,2024-04-01,1,Hatchback,Jimai,China
346,199.9,282.9,2024,April,2024-04-01,1,SUV,Nissan,Japan
343,500.8,763.8,2024,April,2024-04-01,0,SUV,Lincoln,United States
340,523.9,603.9,2024,April,2024-04-01,1,SUV,Volvo,Sweden
337,69.8,90.8,2024,April,2024-04-01,0,MPV,Wuling Motors,China
330,169.8,221.8,2024,April,2024-04-01,0,SUV,Ford,United States
324,239.8,285.8,2024,April,2024-04-01,0,SUV,Beijing,China
320,152.7,169.7,2024,April,2024-04-01,0,SUV,Citroën,France
318,89.8,163.8,2024,April,2024-04-01,1,Sedan,Rayton,China
312,60,60,2024,April,2024-04-01,0,Hatchback,SAIC Group,China
294,152.4,157.8,2024,April,2024-04-01,1,Sedan,Chery,China
290,85.8,149.8,2024,April,2024-04-01,0,MPV,Wuling Motors,China
289,99.9,139.9,2024,April,2024-04-01,0,SUV,Dongfeng Fengxing,China
287,54.7,74.7,2024,April,2024-04-01,0,SUV,Dongfeng,China
285,0,0,2024,April,2024-04-01,0,SUV,Skoda,Czech Republic
284,175.9,219.9,2024,April,2024-04-01,0,Sedan,Ch1rolet,United States
282,269.8,529.8,2024,April,2024-04-01,0,Sedan,Yuanhang,China
277,154.8,155.8,2024,April,2024-04-01,1,Sedan,BYD,China
276,169.8,261.8,2024,April,2024-04-01,0,SUV,Nissan,Japan
272,150.9,169.9,2024,April,2024-04-01,1,Sedan,Dongfeng Fengxing,China
271,139.8,186.8,2024,April,2024-04-01,1,NA,SAIC Group,China
268,53.8,60.8,2024,April,2024-04-01,0,MPV,Dongfeng Xiaokang,China
266,135.8,161.8,2024,April,2024-04-01,1,Sedan,Geely Automobile,China
265,259.8,359.8,2024,April,2024-04-01,1,MPV,SAIC Group,China
257,67.9,78.9,2024,April,2024-04-01,0,SUV,Dongfeng Xiaokang,China
253,99.8,229.9,2024,April,2024-04-01,1,SUV,Dongfeng Fengxing,China
250,259.9,338.9,2024,April,2024-04-01,1,SUV,Volkswagen,Germany
246,41.9,68.8,2024,April,2024-04-01,0,NA,Dongfeng Xiaokang,China
245,185.8,255.8,2024,April,2024-04-01,0,MPV,SAIC Group,China
244,108.8,118.8,2024,April,2024-04-01,1,NA,Wuling Motors,China
242,252.8,385.9,2024,April,2024-04-01,1,Sedan,LanTu,China
240,0,0,2024,April,2024-04-01,0,Sedan,BAIC,China
238,237.9,265.8,2024,April,2024-04-01,0,SUV,Lynk & Co,China
237,289.8,459.8,2024,April,2024-04-01,1,SUV,IM,China
237,219.7,309.7,2024,April,2024-04-01,0,SUV,Cadillac,United States
