units_sold,low_price,high_price,year,month,year_date,is_ev_dummy,body_type,brand,brand_country
400,0,0,2020,January,2020-01-01,1,Hatchback,Zotye,China
384,0,0,2020,January,2020-01-01,0,SUV,Great Wall,China
382,109.9,128.9,2020,January,2020-01-01,0,SUV,Ch1rolet,United States
377,328,460,2020,January,2020-01-01,0,SUV,Acura,Japan
376,0,0,2020,January,2020-01-01,0,Sedan,Bestune,China
376,58.8,58.8,2020,January,2020-01-01,0,SUV,SWM Motors,China
371,75.8,98.8,2020,January,2020-01-01,0,SUV,JAC Motors,China
359,139.9,179.9,2020,January,2020-01-01,0,SUV,Ch1rolet,United States
358,178.7,263.7,2020,January,2020-01-01,0,SUV,Peugeot,France
355,0,0,2020,January,2020-01-01,0,SUV,Zhonghua,China
343,0,0,2020,January,2020-01-01,0,SUV,Changan,China
340,169.9,194.9,2020,January,2020-01-01,0,Hatchback,Skoda,Czech Republic
332,159.7,224.7,2020,January,2020-01-01,0,Sedan,Peugeot,France
310,0,0,2020,January,2020-01-01,0,MPV,SRM Xinyuan,China
301,286.6,469.6,2020,January,2020-01-01,1,SUV,GAC Aion,China
300,0,0,2020,January,2020-01-01,0,SUV,SAIC Maxus,China
296,289.8,357.8,2020,January,2020-01-01,1,SUV,Byton,China
283,69.9,96.3,2020,January,2020-01-01,0,NA,Renault,France
281,0,0,2020,January,2020-01-01,0,SUV,BAIC Speed,China
281,0,0,2020,January,2020-01-01,0,SUV,BAIC Speed,China
280,0,0,2020,January,2020-01-01,0,SUV,Renault,France
264,169.8,179.8,2020,January,2020-01-01,1,SUV,Honda,Japan
245,0,0,2020,January,2020-01-01,0,NA,Changan,China
244,0,0,2020,January,2020-01-01,0,NA,Lingtu,China
244,222.8,256.8,2020,January,2020-01-01,1,Sedan,Hyundai,South Korea
234,261.1,272.1,2020,January,2020-01-01,1,SUV,Volkswagen,Germany
232,59.9,66.9,2020,January,2020-01-01,0,SUV,Kairay,China
215,55.9,57.9,2020,January,2020-01-01,0,MPV,Changan KaiCheng,China
210,94.5,94.5,2020,January,2020-01-01,1,Sedan,JAC Motors,China
207,491.9,579.8,2020,January,2020-01-01,1,SUV,Mercedes-Benz,Germany
185,281.8,385.8,2020,January,2020-01-01,0,SUV,Jaguar,United Kingdom
181,0,0,2020,January,2020-01-01,0,Hatchback,Kia,South Korea
180,0,0,2020,January,2020-01-01,0,Hatchback,Changan,China
178,154.8,155.8,2020,January,2020-01-01,1,Sedan,BYD,China
169,129.9,171.9,2020,January,2020-01-01,1,Sedan,Beijing Auto,China
167,104.8,141.9,2020,January,2020-01-01,0,SUV,Beijing,China
166,129.8,178.8,2020,January,2020-01-01,1,Sedan,Venucia,China
160,75.8,140.8,2020,January,2020-01-01,0,Sedan,GAC Group,China
158,135.8,161.8,2020,January,2020-01-01,1,Sedan,Geely Automobile,China
153,59.9,79.9,2020,January,2020-01-01,1,Hatchback,BYD,China
149,178.8,268.8,2020,January,2020-01-01,0,SUV,Isuzu,Japan
143,0,0,2020,January,2020-01-01,0,SUV,Jeep,United States
140,142.8,153.8,2020,January,2020-01-01,1,Sedan,Dongfeng,China
138,222.8,239.8,2020,January,2020-01-01,1,Sedan,Kia,South Korea
137,0,0,2020,January,2020-01-01,0,SUV,Borgward,Germany
136,0,0,2020,January,2020-01-01,0,SUV,GAC Group,China
136,0,0,2020,January,2020-01-01,0,SUV,BAIC Speed,China
130,0,0,2020,January,2020-01-01,0,SUV,Dongfeng,China
129,88.8,277.8,2020,January,2020-01-01,0,MPV,Renault,France
129,159.8,159.8,2020,January,2020-01-01,1,Sedan,Chery,China
125,0,0,2020,January,2020-01-01,0,Sedan,JAC Motors,China
124,113.9,113.9,2020,January,2020-01-01,0,SUV,Citroën,France
119,159.8,201.8,2020,January,2020-01-01,0,SUV,Jiangling,China
117,77.9,109.9,2020,January,2020-01-01,0,Hatchback,Skoda,Czech Republic
115,126.8,136.8,2020,January,2020-01-01,0,SUV,Citroën,France
115,0,0,2020,January,2020-01-01,0,SUV,Renault,France
107,164.7,275.9,2020,January,2020-01-01,0,Sedan,Citroën,France
106,53.9,65.9,2020,January,2020-01-01,0,SUV,Changan,China
103,220.7,220.7,2020,January,2020-01-01,1,Sedan,BYD,China
101,0,0,2020,January,2020-01-01,0,SUV,Renault,France
100,87.9,122.9,2020,January,2020-01-01,0,Sedan,Beijing Auto,China
100,129.8,189.8,2020,January,2020-01-01,0,SUV,Jeep,United States
100,478,656,2020,January,2020-01-01,1,SUV,NIO,China
97,169.8,192.8,2020,January,2020-01-01,0,NA,Great Wall,China
96,126.8,207.8,2020,January,2020-01-01,0,NA,Geometry,China
96,0,0,2020,January,2020-01-01,0,Sedan,Kia,South Korea
92,0,0,2020,January,2020-01-01,0,SUV,Qoros,China
90,0,0,2020,January,2020-01-01,1,SUV,Renault,France
90,59.5,75.5,2020,January,2020-01-01,1,Hatchback,JAC Motors,China
86,69.8,113.8,2020,January,2020-01-01,1,SUV,Yudo,China
